energy,tempo,danceability,playlist_genre,loudness,liveness,valence,artist,time_signature,speechiness,popularity,track_href,uri,track_album_name,playlist_name,analysis_url,track_id,track_name,track_album_release_date,instrumentalness,track_album_id,mode,key,duration_ms,acousticness,id,playlist_subgenre,type,playlist_id,duration_min
0.764,148.853,0.666,latin,-6.297,0.347,0.729,"tito double p, grupo frontera",4,0.116,85,https://api.spotify.com/v1/tracks/2lAUq68F2bt7Kc218n9FPp,spotify:track:2lAUq68F2bt7Kc218n9FPp,INCÓMODO,Viva Latino,https://api.spotify.com/v1/audio-analysis/2lAUq68F2bt7Kc218n9FPp,2lAUq68F2bt7Kc218n9FPp,AY MAMÁ,2024-08-22,0.0,27GWSFRITD8JJcSGMgEfTN,0,4,163115,0.366,2lAUq68F2bt7Kc218n9FPp,modern,audio_features,37i9dQZF1DX10zKzsJ2jva,2.718583333333333
0.834,139.995,0.783,latin,-4.623,0.0903,0.92,"clave especial, luis r conriquez",3,0.029,81,https://api.spotify.com/v1/tracks/2ss1LK5Kfnjo5EUaCbsgZM,spotify:track:2ss1LK5Kfnjo5EUaCbsgZM,No Son Doritos,Viva Latino,https://api.spotify.com/v1/audio-analysis/2ss1LK5Kfnjo5EUaCbsgZM,2ss1LK5Kfnjo5EUaCbsgZM,No Son Doritos,2024-08-23,0.000212,22jEQPO95IC1zSs5dJx2qc,0,3,160714,0.539,2ss1LK5Kfnjo5EUaCbsgZM,modern,audio_features,37i9dQZF1DX10zKzsJ2jva,2.6785666666666668
0.578,199.997,0.734,latin,-4.147,0.113,0.88,"w sound, blessd, ovy on the drums",4,0.295,82,https://api.spotify.com/v1/tracks/13BDiikG6y5o5cQTK0HpW6,spotify:track:13BDiikG6y5o5cQTK0HpW6,Soltera (W Sound 01),Viva Latino,https://api.spotify.com/v1/audio-analysis/13BDiikG6y5o5cQTK0HpW6,13BDiikG6y5o5cQTK0HpW6,Soltera - W Sound 01,2024-08-06,0.000242,5UQC6N5rRND3GZKzysRdA4,1,1,142022,0.155,13BDiikG6y5o5cQTK0HpW6,modern,audio_features,37i9dQZF1DX10zKzsJ2jva,2.3670333333333335
0.513,109.935,0.745,latin,-9.116,0.216,0.929,"tito double p, peso pluma",3,0.087,88,https://api.spotify.com/v1/tracks/5lKFO0PrOC9jmOlPEdjHsL,spotify:track:5lKFO0PrOC9jmOlPEdjHsL,INCÓMODO,Viva Latino,https://api.spotify.com/v1/audio-analysis/5lKFO0PrOC9jmOlPEdjHsL,5lKFO0PrOC9jmOlPEdjHsL,DOS DÍAS,2024-08-22,0.0,27GWSFRITD8JJcSGMgEfTN,1,1,154620,0.783,5lKFO0PrOC9jmOlPEdjHsL,modern,audio_features,37i9dQZF1DX10zKzsJ2jva,2.577
0.356,169.653,0.529,latin,-6.612,0.136,0.659,julión álvarez y su norteño banda,3,0.0569,85,https://api.spotify.com/v1/tracks/0BiDnJFB3TlRB6aji7jUz3,spotify:track:0BiDnJFB3TlRB6aji7jUz3,Atento Aviso ... Rey Sin Reina,Viva Latino,https://api.spotify.com/v1/audio-analysis/0BiDnJFB3TlRB6aji7jUz3,0BiDnJFB3TlRB6aji7jUz3,Rey Sin Reina,2024-09-05,0.0,38uizvY4xqOiAq750FDmW2,1,3,150523,0.29,0BiDnJFB3TlRB6aji7jUz3,modern,audio_features,37i9dQZF1DX10zKzsJ2jva,2.5087166666666665
0.866,140.266,0.526,rock,-5.822,0.0945,0.248,arctic monkeys,4,0.0568,84,https://api.spotify.com/v1/tracks/0BxE4FqsDD1Ot4YuBXwAPp,spotify:track:0BxE4FqsDD1Ot4YuBXwAPp,Favourite Worst Nightmare,Indie Rock Roadtrip,https://api.spotify.com/v1/audio-analysis/0BxE4FqsDD1Ot4YuBXwAPp,0BxE4FqsDD1Ot4YuBXwAPp,505,2007-04-22,7.78e-05,1XkGORuUX2QGOEIL4EbJKm,1,0,253587,0.00287,0BxE4FqsDD1Ot4YuBXwAPp,indie,audio_features,5pMia1lBFZyj4VVa0wzrNV,4.22645
0.795,79.028,0.801,rock,-5.115,0.0717,0.754,portugal. the man,4,0.0504,81,https://api.spotify.com/v1/tracks/6QgjcU0zLnzq5OrUoSZ3OK,spotify:track:6QgjcU0zLnzq5OrUoSZ3OK,Woodstock,Feel Good Indie Rock,https://api.spotify.com/v1/audio-analysis/6QgjcU0zLnzq5OrUoSZ3OK,6QgjcU0zLnzq5OrUoSZ3OK,Feel It Still,2017-06-16,0.000113,4VzzEviJGYUtAeSsJlI9QB,0,1,163253,0.0417,6QgjcU0zLnzq5OrUoSZ3OK,feel-good,audio_features,37i9dQZF1DX2sUQwD7tbmL,2.7208833333333335
0.545,159.94,0.545,r&b,-7.362,0.417,0.549,frank ocean,3,0.107,87,https://api.spotify.com/v1/tracks/3xKsf9qdS1CyvXSMEid6g8,spotify:track:3xKsf9qdS1CyvXSMEid6g8,Blonde,R&B Hits,https://api.spotify.com/v1/audio-analysis/3xKsf9qdS1CyvXSMEid6g8,3xKsf9qdS1CyvXSMEid6g8,Pink + White,2016-08-20,5.48e-05,3mH6qwIy9crq0I9YQbOuDf,1,9,184516,0.667,3xKsf9qdS1CyvXSMEid6g8,modern,audio_features,37i9dQZF1EQoqCH7BwIYb7,3.075266666666667
0.364,75.24,0.524,r&b,-10.209,0.1,0.436,"daniel caesar, h.e.r.",4,0.0367,84,https://api.spotify.com/v1/tracks/1RMJOxR6GRPsBHL8qeC2ux,spotify:track:1RMJOxR6GRPsBHL8qeC2ux,Freudian,R&B Hits,https://api.spotify.com/v1/audio-analysis/1RMJOxR6GRPsBHL8qeC2ux,1RMJOxR6GRPsBHL8qeC2ux,Best Part (feat. H.E.R.),2017-08-25,0.0,3xybjP7r2VsWzwvDQipdM0,1,7,209831,0.808,1RMJOxR6GRPsBHL8qeC2ux,modern,audio_features,37i9dQZF1EQoqCH7BwIYb7,3.4971833333333335
0.607,81.001,0.684,r&b,-8.127,0.191,0.498,miguel,4,0.1,85,https://api.spotify.com/v1/tracks/0JXXNGljqupsJaZsgSbMZV,spotify:track:0JXXNGljqupsJaZsgSbMZV,All I Want Is You,R&B Hits,https://api.spotify.com/v1/audio-analysis/0JXXNGljqupsJaZsgSbMZV,0JXXNGljqupsJaZsgSbMZV,Sure Thing,2010-11-26,0.000307,493HYe7N5pleudEZRyhE7R,0,11,195373,0.0267,0JXXNGljqupsJaZsgSbMZV,modern,audio_features,37i9dQZF1EQoqCH7BwIYb7,3.2562166666666665
0.551,143.008,0.559,r&b,-7.231,0.11,0.392,sza,4,0.132,86,https://api.spotify.com/v1/tracks/4iZ4pt7kvcaH6Yo8UoZ4s2,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,SOS,R&B Hits,https://api.spotify.com/v1/audio-analysis/4iZ4pt7kvcaH6Yo8UoZ4s2,4iZ4pt7kvcaH6Yo8UoZ4s2,Snooze,2022-12-09,0.0,07w0rG5TETcyihsEIZR3qG,1,5,201800,0.141,4iZ4pt7kvcaH6Yo8UoZ4s2,modern,audio_features,37i9dQZF1EQoqCH7BwIYb7,3.3633333333333333
0.444,118.402,0.609,r&b,-9.129,0.104,0.166,alicia keys,3,0.106,81,https://api.spotify.com/v1/tracks/3XVBdLihbNbxUwZosxcGuJ,spotify:track:3XVBdLihbNbxUwZosxcGuJ,The Diary Of Alicia Keys,R&B Hits,https://api.spotify.com/v1/audio-analysis/3XVBdLihbNbxUwZosxcGuJ,3XVBdLihbNbxUwZosxcGuJ,If I Ain't Got You,2003-12-02,6.86e-06,6TqRKHLjDu5QZuC8u5Woij,1,7,228707,0.603,3XVBdLihbNbxUwZosxcGuJ,modern,audio_features,37i9dQZF1EQoqCH7BwIYb7,3.8117833333333335
0.284,99.796,0.358,r&b,-8.285,0.183,0.276,sza,3,0.0285,84,https://api.spotify.com/v1/tracks/5Y35SjAfXjjG0sFQ3KOxmm,spotify:track:5Y35SjAfXjjG0sFQ3KOxmm,SOS,R&B Hits,https://api.spotify.com/v1/audio-analysis/5Y35SjAfXjjG0sFQ3KOxmm,5Y35SjAfXjjG0sFQ3KOxmm,Nobody Gets Me,2022-12-09,0.0,07w0rG5TETcyihsEIZR3qG,1,7,180853,0.805,5Y35SjAfXjjG0sFQ3KOxmm,modern,audio_features,37i9dQZF1EQoqCH7BwIYb7,3.0142166666666665
0.735,88.98,0.644,r&b,-5.747,0.161,0.418,sza,4,0.0391,86,https://api.spotify.com/v1/tracks/1Qrg8KqiBpW07V7PNxwwwL,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,SOS,R&B Hits,https://api.spotify.com/v1/audio-analysis/1Qrg8KqiBpW07V7PNxwwwL,1Qrg8KqiBpW07V7PNxwwwL,Kill Bill,2022-12-08,0.144,1nrVofqDRs7cpWXJ49qTnP,1,8,153947,0.0521,1Qrg8KqiBpW07V7PNxwwwL,modern,audio_features,37i9dQZF1EQoqCH7BwIYb7,2.5657833333333335
0.635,103.019,0.617,electronic,-6.769,0.164,0.446,"the chainsmokers, coldplay",4,0.0317,86,https://api.spotify.com/v1/tracks/6RUKPb4LETWmmr3iAEQktW,spotify:track:6RUKPb4LETWmmr3iAEQktW,Memories...Do Not Open,EDM Hits,https://api.spotify.com/v1/audio-analysis/6RUKPb4LETWmmr3iAEQktW,6RUKPb4LETWmmr3iAEQktW,Something Just Like This,2017-04-07,1.44e-05,4JPguzRps3kuWDD5GS6oXr,0,11,247160,0.0498,6RUKPb4LETWmmr3iAEQktW,modern,audio_features,37i9dQZF1DX3Kdv0IChEm9,4.1193333333333335
0.939,129.024,0.671,electronic,-3.206,0.298,0.53,"pitbull, afrojack, ne-yo, nayer",4,0.161,84,https://api.spotify.com/v1/tracks/4QNpBfC0zvjKqPJcyqBy9W,spotify:track:4QNpBfC0zvjKqPJcyqBy9W,Planet Pit (Deluxe Version),EDM Hits,https://api.spotify.com/v1/audio-analysis/4QNpBfC0zvjKqPJcyqBy9W,4QNpBfC0zvjKqPJcyqBy9W,Give Me Everything (feat. Nayer),2011-06-17,0.0,4rG0MhkU6UojACJxkMHIXB,1,8,252307,0.191,4QNpBfC0zvjKqPJcyqBy9W,modern,audio_features,37i9dQZF1DX3Kdv0IChEm9,4.205116666666667
0.715,199.892,0.475,electronic,-5.371,0.135,0.159,"dj snake, justin bieber",4,0.058,83,https://api.spotify.com/v1/tracks/0lYBSQXN6rCTvUZvg9S0lU,spotify:track:0lYBSQXN6rCTvUZvg9S0lU,Encore,EDM Hits,https://api.spotify.com/v1/audio-analysis/0lYBSQXN6rCTvUZvg9S0lU,0lYBSQXN6rCTvUZvg9S0lU,Let Me Love You,2016-08-05,2.67e-05,02sEJTj1sye1JaqxqpcSCp,1,8,205947,0.0863,0lYBSQXN6rCTvUZvg9S0lU,modern,audio_features,37i9dQZF1DX3Kdv0IChEm9,3.43245
0.823,128.035,0.646,electronic,-4.123,0.322,0.418,"calvin harris, ellie goulding",4,0.0394,82,https://api.spotify.com/v1/tracks/7MmG8p0F9N3C4AXdK6o6Eb,spotify:track:7MmG8p0F9N3C4AXdK6o6Eb,Motion,EDM Hits,https://api.spotify.com/v1/audio-analysis/7MmG8p0F9N3C4AXdK6o6Eb,7MmG8p0F9N3C4AXdK6o6Eb,Outside (feat. Ellie Goulding),2014-10-31,0.0,48zisMeiXniWLzOQghbPqS,0,2,227267,0.213,7MmG8p0F9N3C4AXdK6o6Eb,modern,audio_features,37i9dQZF1DX3Kdv0IChEm9,3.7877833333333335
0.835,125.983,0.527,electronic,-5.298,0.249,0.654,avicii,4,0.0433,82,https://api.spotify.com/v1/tracks/0ct6r3EGTcMLPtrXHDvVjc,spotify:track:0ct6r3EGTcMLPtrXHDvVjc,The Days / Nights,EDM Hits,https://api.spotify.com/v1/audio-analysis/0ct6r3EGTcMLPtrXHDvVjc,0ct6r3EGTcMLPtrXHDvVjc,The Nights,2014-01-01,0.0,0h2knr6qpiAq0tV5ri5JMF,1,6,176658,0.0166,0ct6r3EGTcMLPtrXHDvVjc,modern,audio_features,37i9dQZF1DX3Kdv0IChEm9,2.9443
0.524,95.01,0.748,electronic,-5.599,0.111,0.661,"the chainsmokers, halsey",4,0.0338,84,https://api.spotify.com/v1/tracks/7BKLCZ1jbUBVqRi2FVlTVw,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,Closer,EDM Hits,https://api.spotify.com/v1/audio-analysis/7BKLCZ1jbUBVqRi2FVlTVw,7BKLCZ1jbUBVqRi2FVlTVw,Closer,2016-07-29,0.0,0rSLgV8p5FzfnqlEk4GzxE,1,8,244960,0.414,7BKLCZ1jbUBVqRi2FVlTVw,modern,audio_features,37i9dQZF1DX3Kdv0IChEm9,4.082666666666666
0.856,127.949,0.596,electronic,-3.556,0.141,0.743,calvin harris,4,0.0346,81,https://api.spotify.com/v1/tracks/6YUTL4dYpB9xZO5qExPf05,spotify:track:6YUTL4dYpB9xZO5qExPf05,Motion,EDM Hits,https://api.spotify.com/v1/audio-analysis/6YUTL4dYpB9xZO5qExPf05,6YUTL4dYpB9xZO5qExPf05,Summer,2014-10-31,0.0178,48zisMeiXniWLzOQghbPqS,0,4,222533,0.0211,6YUTL4dYpB9xZO5qExPf05,modern,audio_features,37i9dQZF1DX3Kdv0IChEm9,3.7088833333333335
0.963,129.992,0.581,electronic,-4.087,0.139,0.788,"pitbull, kesha",4,0.0981,82,https://api.spotify.com/v1/tracks/3cHyrEgdyYRjgJKSOiOtcS,spotify:track:3cHyrEgdyYRjgJKSOiOtcS,Global Warming: Meltdown (Deluxe Version),EDM Hits,https://api.spotify.com/v1/audio-analysis/3cHyrEgdyYRjgJKSOiOtcS,3cHyrEgdyYRjgJKSOiOtcS,Timber,2012,0.0,2F7tejLHzTqFq2XLol9ZGy,1,11,204160,0.0295,3cHyrEgdyYRjgJKSOiOtcS,modern,audio_features,37i9dQZF1DX3Kdv0IChEm9,3.4026666666666667
0.604,159.92,0.561,soul,-4.409,0.104,0.242,teddy swims,3,0.0337,81,https://api.spotify.com/v1/tracks/6usohdchdzW9oML7VC4Uhk,spotify:track:6usohdchdzW9oML7VC4Uhk,Lose Control,Soul Coffee,https://api.spotify.com/v1/audio-analysis/6usohdchdzW9oML7VC4Uhk,6usohdchdzW9oML7VC4Uhk,Lose Control,2023-06-23,1.9e-05,5QMiub2LonMqxB7dhtbPlX,1,9,210689,0.199,6usohdchdzW9oML7VC4Uhk,classic,audio_features,37i9dQZF1DXaXDsfv6nvZ5,3.5114833333333335
0.592,157.969,0.521,gaming,-7.777,0.122,0.535,"lady gaga, bruno mars",3,0.0304,100,https://api.spotify.com/v1/tracks/2plbrEY59IikOBgBGLjaoe,spotify:track:2plbrEY59IikOBgBGLjaoe,Die With A Smile,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/2plbrEY59IikOBgBGLjaoe,2plbrEY59IikOBgBGLjaoe,Die With A Smile,2024-08-16,0.0,10FLjwfpbxLmW8c25Xyc2N,0,6,251668,0.308,2plbrEY59IikOBgBGLjaoe,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,4.194466666666667
0.507,104.978,0.747,gaming,-10.171,0.117,0.438,billie eilish,4,0.0358,97,https://api.spotify.com/v1/tracks/6dOtVTDdiauQNBQEDOtlAB,spotify:track:6dOtVTDdiauQNBQEDOtlAB,HIT ME HARD AND SOFT,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/6dOtVTDdiauQNBQEDOtlAB,6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,2024-05-17,0.0608,7aJuG4TFXa2hmE4z1yxc3n,1,2,210373,0.2,6dOtVTDdiauQNBQEDOtlAB,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,3.5062166666666665
0.582,116.712,0.7,gaming,-5.96,0.0881,0.785,chappell roan,4,0.0356,94,https://api.spotify.com/v1/tracks/0WbMK4wrZ1wFSty9F7FCgu,spotify:track:0WbMK4wrZ1wFSty9F7FCgu,"Good Luck, Babe!",Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/0WbMK4wrZ1wFSty9F7FCgu,0WbMK4wrZ1wFSty9F7FCgu,"Good Luck, Babe!",2024-04-05,0.0,1WAjjRMfZjEXtB0lQrAw6Q,0,11,218424,0.0502,0WbMK4wrZ1wFSty9F7FCgu,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,3.6404
0.76,103.969,0.701,gaming,-5.478,0.185,0.69,sabrina carpenter,4,0.0285,90,https://api.spotify.com/v1/tracks/2qSkIjg1o9h3YT9RAgYN75,spotify:track:2qSkIjg1o9h3YT9RAgYN75,Espresso,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/2qSkIjg1o9h3YT9RAgYN75,2qSkIjg1o9h3YT9RAgYN75,Espresso,2024-04-12,6.54e-05,5quMTd5zeI9yW5UDua8wS4,1,0,175459,0.107,2qSkIjg1o9h3YT9RAgYN75,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,2.9243166666666665
0.604,159.92,0.561,gaming,-4.409,0.104,0.242,teddy swims,3,0.0337,89,https://api.spotify.com/v1/tracks/17phhZDn6oGtzMe56NuWvj,spotify:track:17phhZDn6oGtzMe56NuWvj,I've Tried Everything But Therapy (Part 1),Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/17phhZDn6oGtzMe56NuWvj,17phhZDn6oGtzMe56NuWvj,Lose Control,2023-09-15,1.9e-05,7nacKlk586eLRBSIsrk9DB,1,9,210689,0.199,17phhZDn6oGtzMe56NuWvj,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,3.5114833333333335
0.882,148.038,0.569,gaming,-2.777,0.142,0.201,"travis scott, playboi carti",4,0.06,88,https://api.spotify.com/v1/tracks/42VsgItocQwOQC3XWZ8JNA,spotify:track:42VsgItocQwOQC3XWZ8JNA,UTOPIA,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/42VsgItocQwOQC3XWZ8JNA,42VsgItocQwOQC3XWZ8JNA,FE!N (feat. Playboi Carti),2023-07-28,0.0,18NOKLkZETa4sWwLMIm0UZ,0,3,191701,0.0316,42VsgItocQwOQC3XWZ8JNA,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,3.1950166666666666
0.601,123.994,0.635,gaming,-6.129,0.11,0.332,myles smith,4,0.0295,88,https://api.spotify.com/v1/tracks/3Vr3zh0r7ALn8VLqCiRR10,spotify:track:3Vr3zh0r7ALn8VLqCiRR10,Stargazing,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/3Vr3zh0r7ALn8VLqCiRR10,3Vr3zh0r7ALn8VLqCiRR10,Stargazing,2024-05-10,0.0,3VNxRarx9HUI5w7DHv0TBj,0,1,172533,0.246,3Vr3zh0r7ALn8VLqCiRR10,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,2.87555
0.757,139.982,0.742,gaming,-4.981,0.305,0.957,chappell roan,4,0.0421,88,https://api.spotify.com/v1/tracks/4xdBrk0nFZaP54vvZj0yx7,spotify:track:4xdBrk0nFZaP54vvZj0yx7,The Rise and Fall of a Midwest Princess,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/4xdBrk0nFZaP54vvZj0yx7,4xdBrk0nFZaP54vvZj0yx7,HOT TO GO!,2023-09-22,0.0,0EiI8ylL0FmWWpgHVTsZjZ,1,6,184841,0.0187,4xdBrk0nFZaP54vvZj0yx7,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,3.0806833333333334
0.472,101.061,0.898,gaming,-7.001,0.141,0.214,kendrick lamar,4,0.0776,88,https://api.spotify.com/v1/tracks/6AI3ezQ4o3HUoP6Dhudph3,spotify:track:6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/6AI3ezQ4o3HUoP6Dhudph3,6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,2024-05-04,0.0,5JjnoGJyOxfSZUZtk2rRwZ,1,1,274192,0.0107,6AI3ezQ4o3HUoP6Dhudph3,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,4.569866666666667
0.583,181.489,0.432,gaming,-4.682,0.0933,0.544,benson boone,4,0.0687,87,https://api.spotify.com/v1/tracks/51eSHglvG1RJXtL3qI5trr,spotify:track:51eSHglvG1RJXtL3qI5trr,Fireworks & Rollerblades,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/51eSHglvG1RJXtL3qI5trr,51eSHglvG1RJXtL3qI5trr,Slow It Down,2024-04-05,0.0,168CdR21lfn0TTyw1Pkdcm,1,8,161831,0.174,51eSHglvG1RJXtL3qI5trr,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,2.6971833333333333
0.709,81.012,0.722,gaming,-4.95,0.0804,0.604,shaboozey,4,0.0273,86,https://api.spotify.com/v1/tracks/2FQrifJ1N335Ljm3TjTVVf,spotify:track:2FQrifJ1N335Ljm3TjTVVf,A Bar Song (Tipsy),Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/2FQrifJ1N335Ljm3TjTVVf,2FQrifJ1N335Ljm3TjTVVf,A Bar Song (Tipsy),2024-04-12,0.0,6egBeCLeGITzGSo5VyRjwZ,1,9,171292,0.0633,2FQrifJ1N335Ljm3TjTVVf,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,2.8548666666666667
0.782,119.992,0.727,gaming,-8.529,0.225,0.655,"adam port, stryv, keinemusik, orso, malachiii",4,0.042,86,https://api.spotify.com/v1/tracks/1BJJbSX6muJVF2AK7uH1x4,spotify:track:1BJJbSX6muJVF2AK7uH1x4,Move,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/1BJJbSX6muJVF2AK7uH1x4,1BJJbSX6muJVF2AK7uH1x4,Move,2024-06-07,0.336,4M8ThNHbNjda2cPwL8XZHS,0,8,177599,0.0563,1BJJbSX6muJVF2AK7uH1x4,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,2.959983333333333
0.745,180.098,0.464,gaming,-3.202,0.363,0.262,"hanumankind, kalmi",4,0.161,85,https://api.spotify.com/v1/tracks/0OA00aPt3BV10qeMIs3meW,spotify:track:0OA00aPt3BV10qeMIs3meW,Big Dawgs,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/0OA00aPt3BV10qeMIs3meW,0OA00aPt3BV10qeMIs3meW,Big Dawgs,2024-07-09,0.0,6Yw4204wbgmpsGTzjXBhYD,0,4,190667,0.0235,0OA00aPt3BV10qeMIs3meW,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,3.177783333333333
0.586,107.071,0.669,gaming,-6.073,0.104,0.579,sabrina carpenter,4,0.054,88,https://api.spotify.com/v1/tracks/5N3hjp1WNayUPZrA8kJmJP,spotify:track:5N3hjp1WNayUPZrA8kJmJP,Please Please Please,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/5N3hjp1WNayUPZrA8kJmJP,5N3hjp1WNayUPZrA8kJmJP,Please Please Please,2024-06-06,0.0,5bBaoign62r1i7OV8w7mi9,1,9,186365,0.274,5N3hjp1WNayUPZrA8kJmJP,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,3.1060833333333333
0.965,128.04,0.561,gaming,-3.673,0.371,0.304,"david guetta, bebe rexha",4,0.0343,85,https://api.spotify.com/v1/tracks/4uUG5RXrOk84mYEfFvj3cK,spotify:track:4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/4uUG5RXrOk84mYEfFvj3cK,4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),2022-08-26,7.07e-06,7M842DMhYVALrXsw3ty7B3,0,7,175238,0.00383,4uUG5RXrOk84mYEfFvj3cK,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,2.9206333333333334
0.544,132.052,0.571,gaming,-10.613,0.322,0.216,d4vd,4,0.0299,85,https://api.spotify.com/v1/tracks/1xK59OXxi2TAAAbmZK0kBL,spotify:track:1xK59OXxi2TAAAbmZK0kBL,Romantic Homicide,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/1xK59OXxi2TAAAbmZK0kBL,1xK59OXxi2TAAAbmZK0kBL,Romantic Homicide,2022-07-20,0.00805,4B3FsNFguOEJ4TWEsct83B,1,6,132631,0.453,1xK59OXxi2TAAAbmZK0kBL,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,2.2105166666666665
0.854,140.515,0.477,gaming,-4.715,0.065,0.314,"lisa, rosalía",5,0.275,85,https://api.spotify.com/v1/tracks/7ov3TDp5D00Rnu5R1viX4w,spotify:track:7ov3TDp5D00Rnu5R1viX4w,New Woman (feat. ROSALÍA),Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/7ov3TDp5D00Rnu5R1viX4w,7ov3TDp5D00Rnu5R1viX4w,New Woman (feat. ROSALÍA),2024-08-15,0.0,2ha4ucrONN0cihLMkP02Ch,1,7,179790,0.0858,7ov3TDp5D00Rnu5R1viX4w,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,2.9965
0.471,105.029,0.472,gaming,-5.692,0.14,0.219,benson boone,3,0.0603,85,https://api.spotify.com/v1/tracks/6tNQ70jh4OwmPGpYy6R2o9,spotify:track:6tNQ70jh4OwmPGpYy6R2o9,Beautiful Things,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/6tNQ70jh4OwmPGpYy6R2o9,6tNQ70jh4OwmPGpYy6R2o9,Beautiful Things,2024-01-18,0.0,29aSKB1qPEbN0Qf9OPSQpw,1,10,180304,0.151,6tNQ70jh4OwmPGpYy6R2o9,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,3.0050666666666666
0.667,130.019,0.776,gaming,-6.622,0.0761,0.618,"charli xcx, billie eilish",4,0.0983,85,https://api.spotify.com/v1/tracks/3WOhcATHxK2SLNeP5W3v1v,spotify:track:3WOhcATHxK2SLNeP5W3v1v,Guess featuring Billie Eilish,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/3WOhcATHxK2SLNeP5W3v1v,3WOhcATHxK2SLNeP5W3v1v,Guess featuring billie eilish,2024-08-01,0.3,3ThlxfLSy4bfKzxWqmC7VN,1,7,145219,0.0146,3WOhcATHxK2SLNeP5W3v1v,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,2.4203166666666664
0.946,151.647,0.599,gaming,-4.263,0.0826,0.747,artemas,4,0.0447,84,https://api.spotify.com/v1/tracks/2GxrNKugF82CnoRFbQfzPf,spotify:track:2GxrNKugF82CnoRFbQfzPf,i like the way you kiss me,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/2GxrNKugF82CnoRFbQfzPf,2GxrNKugF82CnoRFbQfzPf,i like the way you kiss me,2024-03-19,0.0106,5HIWDdg3g9CTOtnevKDl1z,1,11,142515,0.000938,2GxrNKugF82CnoRFbQfzPf,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,2.37525
0.855,127.986,0.638,gaming,-4.86,0.245,0.731,"post malone, morgan wallen",4,0.0264,84,https://api.spotify.com/v1/tracks/7221xIgOnuakPdLqT0F3nP,spotify:track:7221xIgOnuakPdLqT0F3nP,I Had Some Help,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/7221xIgOnuakPdLqT0F3nP,7221xIgOnuakPdLqT0F3nP,I Had Some Help (Feat. Morgan Wallen),2024-05-10,0.0,1woYXxyyxTQJ0E0AhZE6mj,1,7,178206,0.00757,7221xIgOnuakPdLqT0F3nP,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,2.9701
